t [s]	U''g [cm/s2] 	X'' [cm/s2] 	X' [cm/s]	X [cm]
1.036000	19.935882	-62.273190	0.834022	0.261467
1.038000	21.944970	-64.366547	0.707382	0.263009
1.040000	19.833858	-62.299670	0.580716	0.264297
1.042000	17.722746	-60.198683	0.458218	0.265336
1.044000	15.611634	-58.064999	0.339954	0.266134
1.046000	13.500522	-55.900045	0.225989	0.266700
1.048000	11.389410	-53.705264	0.116384	0.267042
1.050000	9.278298	-51.482116	0.011196	0.267170
1.052000	7.167186	-49.232075	-0.089518	0.267091
1.054000	5.056074	-46.956627	-0.185707	0.266816
1.056000	2.944962	-44.657271	-0.277320	0.266353
1.058000	0.833850	-42.335518	-0.364313	0.265711
1.060000	-0.232497	-41.036178	-0.447685	0.264899
1.062000	-1.298844	-39.714214	-0.528435	0.263923
1.064000	-2.365191	-38.370518	-0.606520	0.262788
1.066000	-3.431538	-37.005991	-0.681897	0.261500
1.068000	-4.497885	-35.621547	-0.754524	0.260064
1.070000	-5.564232	-34.218109	-0.824364	0.258485
1.072000	-6.630579	-32.796610	-0.891378	0.256769
1.074000	-7.696926	-31.357991	-0.955533	0.254922
1.076000	-8.763273	-29.903204	-1.016794	0.252950
1.078000	-9.829620	-28.433206	-1.075131	0.250858
1.080000	-9.012447	-28.829822	-1.132394	0.248650
1.082000	-8.195274	-29.207257	-1.190431	0.246327
1.084000	-7.378101	-29.565323	-1.249203	0.243888
1.086000	-6.560928	-29.903841	-1.308672	0.241330
1.088000	-5.743755	-30.222648	-1.368799	0.238652
1.090000	-4.926582	-30.521591	-1.429543	0.235854
1.092000	-4.109409	-30.800532	-1.490865	0.232934
1.094000	-3.292236	-31.059345	-1.552725	0.229890
1.096000	-2.475063	-31.297917	-1.615082	0.226722
1.098000	-1.657890	-31.516149	-1.677897	0.223429
1.100000	-0.522873	-32.031349	-1.741444	0.220010
1.102000	0.612144	-32.525053	-1.806000	0.216463
1.104000	1.747161	-32.997001	-1.871523	0.212785
1.106000	2.882178	-33.446952	-1.937966	0.208976
1.108000	4.017195	-33.874676	-2.005288	0.205032
1.110000	5.152212	-34.279960	-2.073443	0.200954
1.112000	6.287229	-34.662604	-2.142385	0.196738
1.114000	7.422246	-35.022424	-2.212070	0.192383
1.116000	8.557263	-35.359251	-2.282452	0.187889
1.118000	9.692280	-35.672928	-2.353484	0.183253
1.120000	10.991124	-36.126913	-2.425284	0.178474
1.122000	12.289968	-36.556971	-2.497968	0.173551
1.124000	13.588812	-36.962891	-2.571488	0.168481
1.126000	14.887656	-37.344477	-2.645795	0.163264
1.128000	16.186500	-37.701551	-2.720841	0.157897
1.130000	17.485344	-38.033947	-2.796577	0.152380
1.132000	18.784188	-38.341518	-2.872952	0.146710
1.134000	20.083032	-38.624134	-2.949918	0.140888
1.136000	21.381876	-38.881677	-3.027424	0.134910
1.138000	22.680720	-39.114049	-3.105419	0.128777
1.140000	23.427261	-38.769643	-3.183303	0.122489
1.142000	24.173802	-38.401648	-3.260474	0.116045
1.144000	24.920343	-38.010353	-3.336886	0.109448
1.146000	25.666884	-37.596065	-3.412493	0.102698
1.148000	26.413425	-37.159102	-3.487248	0.095798
1.150000	27.159966	-36.699798	-3.561107	0.088750
1.152000	27.906507	-36.218498	-3.634025	0.081555
1.154000	28.653048	-35.715560	-3.705959	0.074215
1.156000	29.399589	-35.191356	-3.776866	0.066732
1.158000	30.146130	-34.646271	-3.846704	0.059109
1.160000	29.496708	-32.686709	-3.914037	0.051348
1.162000	28.847286	-30.711447	-3.977435	0.043456
1.164000	28.197864	-28.721771	-4.036868	0.035442
1.166000	27.548442	-26.718972	-4.092309	0.027313
1.168000	26.899020	-24.704346	-4.143732	0.019077
1.170000	26.249598	-22.679194	-4.191116	0.010742
1.172000	25.600176	-20.644819	-4.234440	0.002316
1.174000	24.950754	-18.602528	-4.273687	-0.006192
1.176000	24.301332	-16.553628	-4.308843	-0.014774
1.178000	23.651910	-14.499430	-4.339896	-0.023423
1.180000	22.062690	-11.502770	-4.365898	-0.032129
1.182000	20.473470	-8.506376	-4.385908	-0.040881
1.184000	18.884250	-5.512137	-4.399926	-0.049666
1.186000	17.295030	-2.521935	-4.407960	-0.058474
1.188000	15.705810	0.462352	-4.410020	-0.067292
1.190000	14.116590	3.438859	-4.406118	-0.076108
1.192000	12.527370	6.405726	-4.396274	-0.084911
1.194000	10.938150	9.361106	-4.380507	-0.093688
1.196000	9.348930	12.303165	-4.358843	-0.102427
1.198000	7.759710	15.230080	-4.331310	-0.111117
1.200000	7.402626	16.909646	-4.299170	-0.119748
1.202000	7.045542	18.574332	-4.263686	-0.128310
1.204000	6.688458	20.223123	-4.224888	-0.136799
1.206000	6.331374	21.855021	-4.182810	-0.145207
1.208000	5.974290	23.469038	-4.137486	-0.153527
1.210000	5.617206	25.064200	-4.088953	-0.161753
1.212000	5.260122	26.639550	-4.037249	-0.169880
1.214000	4.903038	28.194142	-3.982416	-0.177899
1.216000	4.545954	29.727050	-3.924494	-0.185806
1.218000	4.188870	31.237359	-3.863530	-0.193594
1.220000	3.179421	33.375618	-3.798917	-0.201257
1.222000	2.169972	35.487458	-3.730054	-0.208786
1.224000	1.160523	37.571615	-3.656995	-0.216173
1.226000	0.151074	39.626842	-3.579796	-0.223409
1.228000	-0.858375	41.651915	-3.498518	-0.230488
1.230000	-1.867824	43.645634	-3.413220	-0.237400
1.232000	-2.877273	45.606819	-3.323968	-0.244137
1.234000	-3.886722	47.534315	-3.230826	-0.250692
1.236000	-4.896171	49.426991	-3.133865	-0.257056
1.238000	-5.905620	51.283740	-3.033154	-0.263223
1.240000	-8.037333	54.224159	-2.927647	-0.269184
1.242000	-10.169046	57.122997	-2.816299	-0.274928
1.244000	-12.300759	59.978528	-2.699198	-0.280443
1.246000	-14.432472	62.789061	-2.576430	-0.285719
1.248000	-16.564185	65.552935	-2.448088	-0.290744
1.250000	-18.695898	68.268524	-2.314267	-0.295506
1.252000	-20.827611	70.934236	-2.175064	-0.299995
1.254000	-22.959324	73.548515	-2.030581	-0.304201
1.256000	-25.091037	76.109842	-1.880923	-0.308112
1.258000	-27.222750	78.616733	-1.726196	-0.311720
1.260000	-26.720478	78.437480	-1.569142	-0.315015
1.262000	-26.218206	78.209202	-1.412495	-0.317997
1.264000	-25.715934	77.932164	-1.256354	-0.320665
1.266000	-25.213662	77.606666	-1.100815	-0.323023
1.268000	-24.711390	77.233033	-0.945976	-0.325069
1.270000	-24.209118	76.811622	-0.791931	-0.326807
1.272000	-23.706846	76.342818	-0.638776	-0.328238
1.274000	-23.204574	75.827038	-0.486607	-0.329363
1.276000	-22.702302	75.264722	-0.335515	-0.330185
1.278000	-22.200030	74.656344	-0.185594	-0.330707
1.280000	-18.945072	71.253605	-0.039684	-0.330932
1.282000	-15.690114	67.814461	0.099384	-0.330872
1.284000	-12.435156	64.341174	0.231540	-0.330541
1.286000	-9.180198	60.836020	0.356717	-0.329953
1.288000	-5.925240	57.301290	0.474854	-0.329121
1.290000	-2.670282	53.739287	0.585895	-0.328061
1.292000	0.584676	50.152327	0.689787	-0.326785
1.294000	3.839634	46.542736	0.786482	-0.325309
1.296000	7.094592	42.912846	0.875937	-0.323646
1.298000	10.349550	39.264998	0.958115	-0.321812
1.300000	10.759608	38.442420	1.035822	-0.319818
1.302000	11.169666	37.597659	1.111863	-0.317671
1.304000	11.579724	36.731302	1.186192	-0.315373
1.306000	11.989782	35.843951	1.258767	-0.312928
1.308000	12.399840	34.936218	1.329547	-0.310339
1.310000	12.809898	34.008727	1.398492	-0.307611
1.312000	13.219956	33.062111	1.465563	-0.304747
1.314000	13.630014	32.097018	1.530722	-0.301751
1.316000	14.040072	31.114101	1.593933	-0.298626
1.318000	14.450130	30.114025	1.655161	-0.295377
1.320000	13.202298	30.753012	1.716028	-0.292006
1.322000	11.954466	31.370998	1.778152	-0.288512
1.324000	10.706634	31.967645	1.841491	-0.284892
1.326000	9.458802	32.542631	1.906001	-0.281145
1.328000	8.210970	33.095647	1.971639	-0.277267
1.330000	6.963138	33.626400	2.038361	-0.273257
1.332000	5.715306	34.134610	2.106122	-0.269113
1.334000	4.467474	34.620014	2.174877	-0.264832
1.336000	3.219642	35.082363	2.244579	-0.260412
1.338000	1.971810	35.521423	2.315183	-0.255852
1.340000	1.705959	34.956381	2.385661	-0.251151
1.342000	1.440108	34.370709	2.454988	-0.246311
1.344000	1.174257	33.764826	2.523124	-0.241333
1.346000	0.908406	33.139167	2.590028	-0.236220
1.348000	0.642555	32.494174	2.655661	-0.230974
1.350000	0.376704	31.830305	2.719985	-0.225598
1.352000	0.110853	31.148024	2.782964	-0.220095
1.354000	-0.154998	30.447808	2.844560	-0.214468
1.356000	-0.420849	29.730145	2.904738	-0.208718
1.358000	-0.686700	28.995530	2.963463	-0.202850
1.360000	-1.662795	28.953710	3.021412	-0.196865
1.362000	-2.638890	28.893732	3.079260	-0.190765
1.364000	-3.614985	28.815680	3.136969	-0.184548
1.366000	-4.591080	28.719648	3.194505	-0.178217
1.368000	-5.567175	28.605741	3.251830	-0.171771
1.370000	-6.543270	28.474077	3.308910	-0.165210
1.372000	-7.519365	28.324783	3.365709	-0.158535
1.374000	-8.495460	28.157997	3.422191	-0.151747
1.376000	-9.471555	27.973869	3.478323	-0.144847
1.378000	-10.447650	27.772559	3.534070	-0.137834
1.380000	-10.866537	26.997814	3.588840	-0.130712
1.382000	-11.285424	26.207985	3.642046	-0.123481
1.384000	-11.704311	25.403607	3.693658	-0.116145
1.386000	-12.123198	24.585224	3.743646	-0.108708
1.388000	-12.542085	23.753388	3.791985	-0.101172
1.390000	-12.960972	22.908657	3.838647	-0.093541
1.392000	-13.379859	22.051596	3.883607	-0.085819
1.394000	-13.798746	21.182776	3.926842	-0.078009
1.396000	-14.217633	20.302776	3.968327	-0.070114
1.398000	-14.636520	19.412178	4.008042	-0.062137
1.400000	-14.062635	17.520201	4.044975	-0.054084
1.402000	-13.488750	15.621921	4.078117	-0.045961
1.404000	-12.914865	13.718551	4.107457	-0.037776
1.406000	-12.340980	11.811306	4.132987	-0.029535
1.408000	-11.767095	9.901397	4.154700	-0.021247
1.410000	-11.193210	7.990036	4.172591	-0.012920
1.412000	-10.619325	6.078432	4.186660	-0.004561
1.414000	-10.045440	4.167792	4.196906	0.003823
1.416000	-9.471555	2.259317	4.203333	0.012223
1.418000	-8.897670	0.354208	4.205946	0.020632
1.420000	-9.067383	-0.803796	4.205497	0.029044
1.422000	-9.237096	-1.958387	4.202735	0.037452
1.424000	-9.406809	-3.108844	4.197667	0.045852
1.426000	-9.576522	-4.254454	4.190304	0.054240
1.428000	-9.746235	-5.394504	4.180655	0.062611
1.430000	-9.915948	-6.528291	4.168732	0.070961
1.432000	-10.085661	-7.655115	4.154549	0.079284
1.434000	-10.255374	-8.774282	4.138120	0.087577
1.436000	-10.425087	-9.885105	4.119460	0.095834
1.438000	-10.594800	-10.986906	4.098588	0.104052
1.440000	-11.095110	-11.748881	4.075852	0.112227
1.442000	-11.595420	-12.501533	4.051602	0.120354
1.444000	-12.095730	-13.244411	4.025856	0.128432
1.446000	-12.596040	-13.977070	3.998635	0.136456
1.448000	-13.096350	-14.699075	3.969958	0.144425
1.450000	-13.596660	-15.409995	3.939849	0.152334
1.452000	-14.096970	-16.109412	3.908330	0.160183
1.454000	-14.597280	-16.796911	3.875424	0.167966
1.456000	-15.097590	-17.472091	3.841155	0.175683
1.458000	-15.597900	-18.134555	3.805548	0.183330
1.460000	-15.179994	-19.700837	3.767713	0.190903
1.462000	-14.762088	-21.250762	3.726761	0.198397
1.464000	-14.344182	-22.783392	3.682727	0.205807
1.466000	-13.926276	-24.297805	3.635646	0.213125
1.468000	-13.508370	-25.793091	3.585555	0.220346
1.470000	-13.090464	-27.268355	3.532493	0.227465
1.472000	-12.672558	-28.722717	3.476502	0.234474
1.474000	-12.254652	-30.155312	3.417624	0.241368
1.476000	-11.836746	-31.565290	3.355904	0.248141
1.478000	-11.418840	-32.951819	3.291386	0.254788
1.480000	-10.807677	-34.507068	3.223928	0.261304
1.482000	-10.196514	-36.036648	3.153384	0.267681
1.484000	-9.585351	-37.539658	3.079808	0.273914
1.486000	-8.974188	-39.015218	3.003253	0.279997
1.488000	-8.363025	-40.462465	2.923775	0.285924
1.490000	-7.751862	-41.880558	2.841432	0.291690
1.492000	-7.140699	-43.268675	2.756283	0.297287
1.494000	-6.529536	-44.626016	2.668388	0.302712
1.496000	-5.918373	-45.951802	2.577810	0.307958
1.498000	-5.307210	-47.245276	2.484613	0.313021
1.500000	-5.011929	-48.190267	2.389178	0.317894
1.502000	-4.716648	-49.102490	2.291885	0.322575
1.504000	-4.421367	-49.981452	2.192801	0.327060
1.506000	-4.126086	-50.826681	2.091993	0.331345
1.508000	-3.830805	-51.637729	1.989528	0.335426
1.510000	-3.535524	-52.414171	1.885476	0.339301
1.512000	-3.240243	-53.155603	1.779907	0.342967
1.514000	-2.944962	-53.861646	1.672889	0.346420
1.516000	-2.649681	-54.531943	1.564496	0.349657
1.518000	-2.354400	-55.166161	1.454798	0.352676
1.520000	-2.148390	-55.674846	1.343957	0.355475
1.522000	-1.942380	-56.147136	1.232135	0.358051
1.524000	-1.736370	-56.582826	1.119405	0.360403
1.526000	-1.530360	-56.981732	1.005840	0.362528
1.528000	-1.324350	-57.343695	0.891515	0.364425
1.530000	-1.118340	-57.668579	0.776503	0.366093
1.532000	-0.912330	-57.956272	0.660878	0.367531
1.534000	-0.706320	-58.206687	0.544715	0.368736
1.536000	-0.500310	-58.419759	0.428088	0.369709
1.538000	-0.294300	-58.595447	0.311073	0.370448
1.540000	-0.137340	-58.684753	0.193793	0.370953
1.542000	0.019620	-58.736820	0.076371	0.371223
1.544000	0.176580	-58.751706	-0.041117	0.371259
1.546000	0.333540	-58.729497	-0.158598	0.371059
1.548000	0.490500	-58.670300	-0.275998	0.370624
1.550000	0.647460	-58.574244	-0.393243	0.369955
1.552000	0.804420	-58.441482	-0.510258	0.369051
1.554000	0.961380	-58.272191	-0.626972	0.367914
1.556000	1.118340	-58.066569	-0.743311	0.366544
1.558000	1.275300	-57.824837	-0.859202	0.364941
1.560000	2.040480	-58.154599	-0.975182	0.363107
1.562000	2.805660	-58.446851	-1.091783	0.361040
1.564000	3.570840	-58.701503	-1.208932	0.358739
1.566000	4.336020	-58.918490	-1.326552	0.356204
1.568000	5.101200	-59.097769	-1.444568	0.353433
1.570000	5.866380	-59.239321	-1.562905	0.350425
1.572000	6.631560	-59.343152	-1.681487	0.347181
1.574000	7.396740	-59.409291	-1.800240	0.343699
1.576000	8.161920	-59.437791	-1.919087	0.339980
1.578000	8.927100	-59.428728	-2.037953	0.336023
1.580000	9.530415	-59.220566	-2.156603	0.331828
1.582000	10.133730	-58.975573	-2.274799	0.327397
1.584000	10.737045	-58.693995	-2.392468	0.322730
1.586000	11.340360	-58.376101	-2.509539	0.317828
1.588000	11.943675	-58.022184	-2.625937	0.312692
1.590000	12.546990	-57.632557	-2.741592	0.307325
1.592000	13.150305	-57.207555	-2.856432	0.301727
1.594000	13.753620	-56.747536	-2.970387	0.295900
1.596000	14.356935	-56.252876	-3.083387	0.289846
1.598000	14.960250	-55.723977	-3.195364	0.283567
1.600000	13.770297	-53.370521	-3.304459	0.277067
1.602000	12.580344	-50.989307	-3.408818	0.270354
1.604000	11.390391	-48.581907	-3.508390	0.263437
1.606000	10.200438	-46.149906	-3.603121	0.256325
1.608000	9.010485	-43.694899	-3.692966	0.249029
1.610000	7.820532	-41.218492	-3.777880	0.241558
1.612000	6.630579	-38.722301	-3.857820	0.233923
1.614000	5.440626	-36.207950	-3.932751	0.226132
1.616000	4.250673	-33.677071	-4.002636	0.218197
1.618000	3.060720	-31.131301	-4.067444	0.210127
1.620000	1.399887	-28.102070	-4.126677	0.201933
1.622000	-0.260946	-25.062715	-4.179842	0.193626
1.624000	-1.921779	-22.015180	-4.226920	0.185219
1.626000	-3.582612	-18.961406	-4.267897	0.176725
1.628000	-5.243445	-15.903337	-4.302761	0.168154
1.630000	-6.904278	-12.842911	-4.331508	0.159520
1.632000	-8.565111	-9.782065	-4.354133	0.150834
1.634000	-10.225944	-6.722731	-4.370637	0.142109
1.636000	-11.886777	-3.666835	-4.381027	0.133358
1.638000	-13.547610	-0.616295	-4.385310	0.124591
1.640000	-13.948839	1.169153	-4.384757	0.115821
1.642000	-14.350068	2.949382	-4.380639	0.107056
1.644000	-14.751297	4.723283	-4.372966	0.098302
1.646000	-15.152526	6.489753	-4.361753	0.089567
1.648000	-15.553755	8.247696	-4.347016	0.080859
1.650000	-15.954984	9.996025	-4.328772	0.072183
1.652000	-16.356213	11.733660	-4.307042	0.063547
1.654000	-16.757442	13.459534	-4.281849	0.054958
1.656000	-17.158671	15.172586	-4.253217	0.046423
1.658000	-17.559900	16.871769	-4.221172	0.037949
1.660000	-16.981110	17.577411	-4.186723	0.029541
1.662000	-16.402320	18.270194	-4.150876	0.021203
1.664000	-15.823530	18.949715	-4.113656	0.012939
1.666000	-15.244740	19.615577	-4.075090	0.004750
1.668000	-14.665950	20.267396	-4.035208	-0.003360
1.670000	-14.087160	20.904794	-3.994035	-0.011390
1.672000	-13.508370	21.527407	-3.951603	-0.019335
1.674000	-12.929580	22.134879	-3.907941	-0.027195
1.676000	-12.350790	22.726864	-3.863079	-0.034966
1.678000	-11.772000	23.303029	-3.817049	-0.042646
1.680000	-10.583028	23.253728	-3.770492	-0.050234
1.682000	-9.394056	23.189884	-3.724049	-0.057728
1.684000	-8.205084	23.111573	-3.677747	-0.065130
1.686000	-7.016112	23.018880	-3.631617	-0.072439
1.688000	-5.827140	22.911901	-3.585686	-0.079657
1.690000	-4.638168	22.790738	-3.539984	-0.086782
1.692000	-3.449196	22.655503	-3.494537	-0.093817
1.694000	-2.260224	22.506318	-3.449375	-0.100761
1.696000	-1.071252	22.343311	-3.404526	-0.107615
1.698000	0.117720	22.166620	-3.360016	-0.114379
1.700000	1.348875	21.934267	-3.315915	-0.121055
1.702000	2.580030	21.688661	-3.272292	-0.127643
1.704000	3.811185	21.429992	-3.229173	-0.134145
1.706000	5.042340	21.158455	-3.186585	-0.140560
1.708000	6.273495	20.874253	-3.144552	-0.146892
1.710000	7.504650	20.577598	-3.103100	-0.153139
1.712000	8.735805	20.268708	-3.062254	-0.159305
1.714000	9.966960	19.947808	-3.022038	-0.165389
1.716000	11.198115	19.615131	-2.982475	-0.171393
1.718000	12.429270	19.270917	-2.943589	-0.177319
1.720000	12.540123	20.034131	-2.904284	-0.183167
1.722000	12.650976	20.782793	-2.863467	-0.188935
1.724000	12.761829	21.516466	-2.821167	-0.194620
1.726000	12.872682	22.234727	-2.777416	-0.200218
1.728000	12.983535	22.937160	-2.732244	-0.205728
1.730000	13.094388	23.623362	-2.685684	-0.211146
1.732000	13.205241	24.292941	-2.637767	-0.216469
1.734000	13.316094	24.945517	-2.588529	-0.221696
1.736000	13.426947	25.580720	-2.538003	-0.226822
1.738000	13.537800	26.198194	-2.486224	-0.231846
1.740000	12.959991	27.485283	-2.432540	-0.236765
1.742000	12.382182	28.751804	-2.376303	-0.241574
1.744000	11.804373	29.997011	-2.317554	-0.246268
1.746000	11.226564	31.220173	-2.256337	-0.250842
1.748000	10.648755	32.420572	-2.192697	-0.255291
1.750000	10.070946	33.597508	-2.126678	-0.259610
1.752000	9.493137	34.750299	-2.058331	-0.263795
1.754000	8.915328	35.878277	-1.987702	-0.267841
1.756000	8.337519	36.980794	-1.914843	-0.271744
1.758000	7.759710	38.057218	-1.839805	-0.275498
1.760000	6.216597	40.070875	-1.761677	-0.279100
1.762000	4.673484	42.054204	-1.679552	-0.282541
1.764000	3.130371	44.006029	-1.593492	-0.285814
1.766000	1.587258	45.925198	-1.503560	-0.288911
1.768000	0.044145	47.810582	-1.409825	-0.291825
1.770000	-1.498968	49.661078	-1.312353	-0.294547
1.772000	-3.042081	51.475605	-1.211216	-0.297070
1.774000	-4.585194	53.253109	-1.106488	-0.299388
1.776000	-6.128307	54.992562	-0.998242	-0.301493
1.778000	-7.671420	56.692962	-0.886556	-0.303378
1.780000	-8.930043	58.069247	-0.771794	-0.305036
1.782000	-10.188666	59.405450	-0.654319	-0.306462
1.784000	-11.447289	60.700828	-0.534213	-0.307651
1.786000	-12.705912	61.954668	-0.411558	-0.308596
1.788000	-13.964535	63.166282	-0.286437	-0.309294
1.790000	-15.223158	64.335013	-0.158935	-0.309740
1.792000	-16.481781	65.460230	-0.029140	-0.309928
1.794000	-17.740404	66.541333	0.102861	-0.309854
1.796000	-18.999027	67.577752	0.236980	-0.309514
1.798000	-20.257650	68.568943	0.373127	-0.308904
1.800000	-19.021590	67.023237	0.508719	-0.308022
1.802000	-17.785530	65.439135	0.641182	-0.306872
1.804000	-16.549470	63.817732	0.770439	-0.305461
1.806000	-15.313410	62.160144	0.896416	-0.303794
1.808000	-14.077350	60.467509	1.019044	-0.301878
1.810000	-12.841290	58.740980	1.138253	-0.299721
1.812000	-11.605230	56.981733	1.253975	-0.297329
1.814000	-10.369170	55.190959	1.366148	-0.294709
1.816000	-9.133110	53.369868	1.474709	-0.291868
1.818000	-7.897050	51.519683	1.579598	-0.288814
1.820000	-6.653142	49.633808	1.680752	-0.285553
1.822000	-5.409234	47.721359	1.778107	-0.282094
1.824000	-4.165326	45.783608	1.871612	-0.278445
1.826000	-2.921418	43.821842	1.961217	-0.274612
1.828000	-1.677510	41.837359	2.046877	-0.270604
1.830000	-0.433602	39.831467	2.128546	-0.266428
1.832000	0.810306	37.805484	2.206182	-0.262094
1.834000	2.054214	35.760741	2.279749	-0.257608
1.836000	3.298122	33.698572	2.349208	-0.252979
1.838000	4.542030	31.620323	2.414527	-0.248215
1.840000	3.717009	31.593351	2.477741	-0.243323
1.842000	2.891988	31.546520	2.540880	-0.238304
1.844000	2.066967	31.479907	2.603907	-0.233159
1.846000	1.241946	31.393605	2.666780	-0.227889
1.848000	0.416925	31.287718	2.729462	-0.222492
1.850000	-0.408096	31.162362	2.791912	-0.216971
1.852000	-1.233117	31.017664	2.854092	-0.211325
1.854000	-2.058138	30.853764	2.915963	-0.205555
1.856000	-2.883159	30.670815	2.977488	-0.199661
1.858000	-3.708180	30.468978	3.038628	-0.193645
1.860000	-2.279844	27.998256	3.097095	-0.187510
1.862000	-0.851508	25.516074	3.150609	-0.181262
